cp,artist,song,section,spotify_ID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cp_length,genres
"4,5,6",la roux,in for the kill,chorus,4gMnvtp0lXJY9GkgPGcELg,0.629,0.972,8.0,-0.259,0.0,0.0448,0.00213,0.0,0.12300000000000001,0.93,150.029,248627.0,4.0,3,"['alternative dance', 'dance pop', 'electropop', 'indietronica', 'neo-synthpop', 'new rave', 'pop']"
"4,5,6",hook n sling,tokyo by night axwell remix,chorus,0M7GrPMggBcwkSzXLh604Q,0.6629999999999999,0.93,7.0,-4.695,0.0,0.085,0.00412,0.0009660000000000001,0.0852,0.39299999999999996,127.98100000000001,333812.0,4.0,3,"['australian dance', 'big room']"
"4,5,6",adele,when we were young,chorus,7IWkJwX9C0J7tHurTD7ViL,0.381,0.594,3.0,-5.97,1.0,0.0486,0.348,0.0,0.0925,0.273,143.86,290907.0,4.0,3,['pop']
"4,5,6",saves the day,where are you,verse,1fbigHopAVV78LAHoqc9hS,0.539,0.953,1.0,-4.041,1.0,0.0948,0.00161,0.0,0.309,0.501,140.03,104573.0,4.0,3,"['alternative emo', 'dreamo', 'emo', 'indie rock', 'melodic hardcore', 'modern rock', 'pop punk', 'pop rock', 'post-hardcore']"
"4,5,6",toby fox,asgore,chorus lead-out,6WGfFSAlpAmX9MkJISNE2z,0.512,0.902,2.0,-11.654000000000002,1.0,0.0385,0.00413,0.7440000000000001,0.125,0.677,114.848,156000.0,4.0,3,['otacore']
"4,5,6",toby fox,hopes and dreams,pre-chorus,0xeDaa5RD48c59YGHim78S,0.451,0.826,0.0,-8.745,0.0,0.0621,0.00027400000000000005,0.912,0.0879,0.409,170.687,181286.0,4.0,3,['otacore']
"4,5,6",toby fox,spear of justice,chorus,20OjFkqDnJKYnZe2HTh4oK,0.265,0.594,8.0,-10.208,0.0,0.0357,0.58,0.8590000000000001,0.146,0.857,81.183,115437.0,1.0,3,['otacore']
"4,5,6",the supremes,stop in the name of love,chorus,5yfrc6CGOXxDWx3nGUDcNj,0.628,0.593,0.0,-7.515,1.0,0.0279,0.508,0.0,0.10400000000000001,0.488,114.944,172933.0,4.0,3,"['adult standards', 'brill building pop', 'christmas', 'classic girl group', 'classic soul', 'disco', 'folk rock', 'funk', 'motown', 'quiet storm', 'soul']"
"4,5,6",galantis,no money,chorus,0gb1J5UrTpzaU1s3nupgCd,0.6709999999999999,0.9159999999999999,6.0,-4.013999999999999,0.0,0.0397,0.0282,0.00762,0.24,0.8029999999999999,126.01,189127.0,4.0,3,"['big room', 'dance pop', 'edm', 'electro house', 'pop', 'tropical house']"
"4,5,6",muse,blackout,verse,2nTgdpxwpXTk5x1c9yaO3W,0.172,0.28,10.0,-11.877,1.0,0.0394,0.43,0.408,0.131,0.0617,116.94,262200.0,3.0,3,"['modern rock', 'permanent wave', 'piano rock', 'post-grunge', 'rock']"
"4,5,6",tangerine dream,love on a real train,instrumental,0Dqbt9twS7u6wg1CE6PgZb,0.5329999999999999,0.615,5.0,-13.081,0.0,0.0305,0.81,0.9279999999999999,0.111,0.365,108.975,537547.0,4.0,3,"['art rock', 'fourth world', 'krautrock', 'progressive rock', 'symphonic rock']"
"4,5,6",eric prydz,opus,chorus,3v2oAQomhOcYCPPHafS3KV,0.275,0.721,6.0,-6.222,0.0,0.0359,0.0007019999999999999,0.821,0.0792,0.184,125.045,543453.0,4.0,3,"['big room', 'disco house', 'edm', 'electro house', 'house', 'progressive electro house', 'progressive house', 'vocal house']"
"4,5,1",aerosmith,i don't want to miss a thing,chorus,225xvV8r1yKMHErSWivnow,0.38299999999999995,0.662,2.0,-5.162000000000001,1.0,0.0333,0.165,0.0,0.248,0.138,121.154,298760.0,4.0,3,"['album rock', 'classic rock', 'hard rock', 'rock']"
"4,5,1",billy joel,piano man,verse,3FCto7hnn1shUyZL42YgfO,0.33399999999999996,0.47200000000000003,0.0,-8.792,1.0,0.0277,0.6,3.77e-06,0.317,0.431,179.167,336093.0,3.0,3,"['album rock', 'folk rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']"
"4,5,1",britney spears,baby one more time,chorus,3MjUtNVVq3C8Fn0MP3zhXa,0.759,0.6990000000000001,0.0,-5.745,0.0,0.0307,0.20199999999999999,0.000131,0.44299999999999995,0.907,92.96,211067.0,4.0,3,"['dance pop', 'pop', 'post-teen pop']"
"4,5,1",diana ross,if we hold on together,chorus,5ygPz0KLBbndd8kSx79W0e,0.35100000000000003,0.21600000000000003,0.0,-15.258,1.0,0.0273,0.5670000000000001,2.02e-05,0.11800000000000001,0.115,141.70600000000002,250267.0,4.0,3,"['adult standards', 'disco', 'funk', 'mellow gold', 'motown', 'quiet storm', 'soul']"
"4,5,1",jack johnson,flake,chorus,09dOpua4kGcHzH9Jt6KTzm,0.754,0.657,5.0,-10.8,1.0,0.04,0.682,0.0417,0.172,0.9640000000000001,97.691,283400.0,4.0,3,['neo mellow']
"4,5,1",k-ci and jojo,all my life,verse,5GorFaKkP2mLREQvhSblIg,0.634,0.528,1.0,-8.834,1.0,0.0309,0.11699999999999999,2.26e-06,0.0565,0.18,128.0,331240.0,4.0,3,"['dance pop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
"4,5,1",kenny chesney,summertime,chorus,30ZGbfPsjDNCgL21Qzciuj,0.48,0.9329999999999999,4.0,-4.874,1.0,0.0976,0.201,0.0,0.0663,0.721,167.976,206227.0,4.0,3,"['contemporary country', 'country', 'country road']"
"4,5,1",kenny chesney,the road and the radio,verse,73tQpRfk7ZwE03BerxsymR,0.41200000000000003,0.435,1.0,-7.242999999999999,1.0,0.0294,0.298,0.000721,0.0865,0.188,153.625,308880.0,4.0,3,"['contemporary country', 'country', 'country road']"
"4,5,1",oasis,wonderwall,pre-chorus and chorus,5wj4E6IsrVtn8IBJQOd0Cl,0.37200000000000005,0.865,2.0,-4.918,1.0,0.0381,0.000453,0.0,0.23399999999999999,0.478,174.53,258733.0,4.0,3,"['britpop', 'madchester', 'permanent wave', 'rock']"
"4,5,1",the beatles,a hard day's night,chorus,5J2CHimS7dWYMImCHkEFaJ,0.59,0.805,0.0,-6.481,1.0,0.0371,0.13699999999999998,0.0,0.0996,0.797,138.514,154200.0,4.0,3,"['british invasion', 'merseybeat', 'psychedelic rock', 'rock']"
"4,5,1",john lennon,imagine,chorus lead-out,7pKfPomDEeI4TPT6EOYjn9,0.547,0.257,0.0,-12.357999999999999,1.0,0.0252,0.907,0.183,0.0935,0.16899999999999998,75.752,187867.0,4.0,3,"['album rock', 'art rock', 'classic rock', 'folk rock', 'mellow gold', 'rock']"
"4,5,1",michael jackson,man in the mirror,chorus,1kiNatIrwDusOZfR29W0LJ,0.8079999999999999,0.812,8.0,-5.012,1.0,0.0381,0.52,7.91e-05,0.134,0.26899999999999996,100.331,318680.0,4.0,3,['pop']
"4,5,1",green day,viva la gloria,intro,2mnk1GHN0XmznKiucY4ZW4,0.519,0.845,5.0,-4.415,0.0,0.0281,0.0252,2.41e-06,0.0922,0.532,94.955,227680.0,4.0,3,"['permanent wave', 'pop punk', 'punk', 'rock']"
"4,5,1",donna summer,i feel love,chorus,7hs8hDGgNVaLKypyLK9X4R,0.6809999999999999,0.81,5.0,-14.046,1.0,0.04,0.079,0.64,0.0934,0.961,128.129,495187.0,4.0,3,"['adult standards', 'dance pop', 'disco', 'hi-nrg', 'motown', 'new wave pop']"
"4,5,1",adam green and binki shapiro,here i am,chorus,2UifmVCK5TUTju9PhhsE7e,0.634,0.307,7.0,-8.829,1.0,0.031,0.6709999999999999,0.000125,0.0836,0.396,119.105,208560.0,4.0,3,['anti-folk']
"4,5,1",john mayer,who says,chorus,0HLWvLKQWpFdPhgk6ym58n,0.584,0.509,2.0,-13.109000000000002,1.0,0.0287,0.267,0.00252,0.36,0.36700000000000005,90.45700000000001,175480.0,4.0,3,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']"
"4,5,1",don mclean,american pie,pre-chorus,2QgWuCtBpNIpl5trmKCxRf,0.527,0.509,7.0,-10.892999999999999,1.0,0.0628,0.6,0.0,0.14400000000000002,0.49700000000000005,138.317,515867.0,4.0,3,"['adult standards', 'folk', 'folk rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock', 'traditional folk']"
"4,5,1",gary portnoy,where everybody knows your name - cheers theme,chorus,2uE8l7sar0JT0tZYhrPz8S,0.425,0.462,10.0,-9.91,1.0,0.0275,0.442,0.0,0.631,0.36,91.697,151267.0,4.0,3,[]
"4,5,1",billy joel,goodnight saigon,verse,5bIwtIednTXz7BHnnoQN06,0.598,0.39799999999999996,0.0,-14.208,1.0,0.0613,0.152,0.0,0.11599999999999999,0.135,129.125,423267.0,4.0,3,"['album rock', 'folk rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']"
"4,5,1",paul mccartney,teddy boy,verse,5xNdTLbFDIelU9r9lz1Tjx,0.5870000000000001,0.322,2.0,-11.659,1.0,0.0361,0.644,0.0175,0.0865,0.41100000000000003,81.431,144293.0,4.0,3,"['album rock', 'art rock', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock']"
"4,5,1",the rolling stones,wild horses,chorus,52dm9op3rbfAkc1LGXgipW,0.371,0.40399999999999997,7.0,-6.452000000000001,1.0,0.0255,0.669,0.004529999999999999,0.0805,0.153,74.38600000000001,341773.0,4.0,3,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']"
"4,5,1",cher,believe,verse and pre-chorus,2goLsvvODILDzeeiT4dAoR,0.652,0.917,6.0,-6.72,1.0,0.0548,0.0082,0.0,0.0509,0.45899999999999996,132.975,239027.0,4.0,3,"['dance pop', 'hollywood']"
"4,5,1",daniel powter,bad day,chorus lead-out,0mUyMawtxj1CJ76kn9gIZK,0.599,0.785,3.0,-4.013,1.0,0.0309,0.44799999999999995,0.00336,0.151,0.52,140.046,233640.0,4.0,3,"['canadian pop', 'neo mellow', 'pop rock']"
"4,5,1",katy perry,thinking of you,chorus,3c9LVPh3MpeFoaAL5DBDK5,0.431,0.8029999999999999,4.0,-4.459,1.0,0.0364,0.0016699999999999998,0.0,0.331,0.309,147.048,246410.0,4.0,3,"['dance pop', 'pop', 'post-teen pop']"
"4,5,1",the eagles,take it to the limit,pre-chorus and chorus,4tUOIYVPrSfCwhZymg3d1Q,0.48,0.428,9.0,-7.07,1.0,0.0238,0.0777,0.0030600000000000002,0.165,0.419,94.23700000000001,222514.0,3.0,3,[]
"4,5,1",ed sheeran,lego house,chorus,5ubHAQtKuFfiG4FXfLP804,0.5920000000000001,0.637,11.0,-8.48,1.0,0.0992,0.562,0.0,0.13,0.565,159.701,185093.0,4.0,3,['pop']
"4,5,1",neon trees,everybody talks,chorus,3528IXKpbb7OMjdjWYlbfD,0.478,0.915,8.0,-3.858,1.0,0.0652,0.00584,0.0,0.386,0.703,154.955,177280.0,4.0,3,"['indie pop', 'modern alternative rock', 'modern rock', 'neo mellow', 'pop', 'pop punk', 'pop rock', 'post-teen pop']"
"4,5,1",they might be giants,museum of idiots,verse,6j2iwG0IYyNWrIM44JwoFq,0.647,0.5820000000000001,2.0,-4.82,1.0,0.0275,0.524,4.48e-05,0.0654,0.855,94.90899999999999,182747.0,3.0,3,"['alternative rock', 'comic', 'geek rock', 'permanent wave', 'pop rock', 'zolo']"
"4,5,1",abba,mamma mia,chorus lead-out,22NN4BS1AlqVbyKIWExgON,0.75,0.754,2.0,-6.999,1.0,0.0327,0.287,0.000207,0.444,0.83,137.533,215267.0,4.0,3,"['europop', 'swedish pop']"
"4,5,1",ingrid michaelson,you and i,chorus,4oeRfmp9XpKWym6YD1WvBP,0.6970000000000001,0.298,0.0,-7.635,1.0,0.0551,0.92,0.0,0.0874,0.509,134.216,148707.0,4.0,3,"['acoustic pop', 'ectofolk', 'folk-pop', 'indiecoustica', 'lilith', 'neo mellow', 'pop', 'pop rock']"
"4,5,1",avicii,dear boy,pre-chorus,4AMDVGnxiXauYQxeT6Cdwv,0.682,0.607,9.0,-5.907,1.0,0.122,0.000278,0.0878,0.304,0.22399999999999998,124.988,479333.0,4.0,3,"['big room', 'dance pop', 'edm', 'pop']"
"4,5,1",tommy james and the shondells,crimson and clover,bridge,1vXuYPpkLjn1v06E2EsWQY,0.41200000000000003,0.59,11.0,-12.277000000000001,1.0,0.0701,0.255,0.0325,0.177,0.653,85.824,208667.0,4.0,3,"['brill building pop', 'bubblegum pop', 'classic garage rock', 'classic rock', 'folk rock', 'mellow gold', 'merseybeat', 'rock-and-roll', 'soft rock']"
"4,5,1",traditional,sally in our alley,verse,1Igm1ZUBndDoKinLQsC2oK,0.308,0.11699999999999999,7.0,-18.062,1.0,0.07400000000000001,0.9740000000000001,3.99e-06,0.121,0.308,77.169,250333.0,3.0,3,['sleep']
"4,5,1",steely dan,gaucho,verse,6EYDxDuQvCMEXS26TVWQPM,0.747,0.447,5.0,-7.303999999999999,1.0,0.0412,0.637,1.57e-05,0.0717,0.597,124.588,332213.0,4.0,3,"['album rock', 'art rock', 'blues-rock', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock', 'southern rock']"
"4,5,1",the beatles,i am the walrus,intro and verse,6Pq9MmkDQYZiiCDpxnvrf6,0.401,0.556,2.0,-10.532,1.0,0.0513,0.0828,0.000359,0.589,0.654,85.206,275867.0,4.0,3,"['british invasion', 'merseybeat', 'psychedelic rock', 'rock']"
"4,5,1",extreme,more than words,intro,1gVgkQFOKa8Wc1HYsJtPdH,0.615,0.129,6.0,-14.892000000000001,1.0,0.0286,0.46799999999999997,0.0,0.114,0.249,91.76899999999999,334107.0,4.0,3,"['album rock', 'funk metal', 'glam metal', 'hard rock', 'rock']"
"4,5,1",eva cassidy,fields of gold,intro and verse,5vtOJrmovXGxGsnAck694H,0.461,0.0859,9.0,-14.675999999999998,1.0,0.0309,0.9740000000000001,1.12e-06,0.077,0.31,79.817,282093.0,4.0,3,"['adult standards', 'folk', 'lilith', 'new wave pop', 'vocal jazz']"
"4,5,1",bad religion,supersonic,chorus,24Z9YNvIlWNjYraAqyUgSh,0.414,0.988,7.0,-3.616,1.0,0.147,0.000785,0.0,0.1,0.64,169.465,106627.0,4.0,3,"['pop punk', 'punk', 'skate punk']"
"4,5,1",dio,rainbow in the dark,chorus,2PpNgmrS9mAyrkRAwn6YPq,0.512,0.9470000000000001,9.0,-5.659,0.0,0.0401,0.000692,0.114,0.0283,0.612,117.461,256933.0,4.0,3,"['album rock', 'glam metal', 'hard rock', 'metal', 'power metal', 'progressive metal', 'rock', 'speed metal']"
"4,5,1",traveling wilburys,handle with care,chorus,1vQxicuNSODoBECPMFjHMG,0.6759999999999999,0.7709999999999999,7.0,-5.981,1.0,0.0283,0.109,0.0,0.247,0.708,115.073,199587.0,4.0,3,"['album rock', 'art rock', 'classic rock', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'roots rock', 'soft rock']"
"4,5,1",paul kelly,how to make gravy,verse,5MOnHWqqMdZft289Mt7mpj,0.413,0.735,4.0,-5.994,1.0,0.0352,0.053,0.0,0.23399999999999999,0.428,93.837,267307.0,4.0,3,"['australian alternative rock', 'australian indie', 'australian indigenous', 'australian pop', 'australian rock']"
"4,5,1",jewel,near you always,verse,3xjpaijiA73COgAVfAF2Nf,0.389,0.185,1.0,-14.258,1.0,0.039,0.9109999999999999,0.0,0.74,0.371,120.88600000000001,189027.0,4.0,3,"['alaska indie', 'folk-pop', 'lilith', 'permanent wave', 'pop rock', 'singer-songwriter']"
"4,5,1",the knack,my sharona,chorus,1HOMkjp0nHMaTnfAkslCQj,0.586,0.7,0.0,-9.558,1.0,0.0363,0.0589,0.00125,0.0318,0.897,147.245,295400.0,4.0,3,"['album rock', 'power pop']"
"4,5,1",julieta venegas,canciones de amor,chorus,66t9mMSm7razNHOKQxAa6R,0.605,0.8340000000000001,2.0,-4.075,1.0,0.0297,0.11900000000000001,3.4200000000000005e-05,0.10800000000000001,0.598,97.029,172307.0,4.0,3,"['latin', 'latin alternative', 'latin pop', 'latin rock', 'pop', 'rock en espanol']"
"4,5,1",avicii,fade into darkness,intro,5kwAIpUBwhmiBpsJlcMgO1,0.562,0.861,6.0,-4.043,1.0,0.0315,0.00875,1.28e-06,0.594,0.812,126.009,198133.0,4.0,3,"['big room', 'dance pop', 'edm', 'pop']"
"4,5,1",s club 7,s club party,chorus,21ixeD8mGouF993kgb4MER,0.647,0.873,6.0,-6.492000000000001,0.0,0.0503,0.0669,0.0,0.36,0.787,101.991,210400.0,4.0,3,"['australian pop', 'bubblegum dance', 'dance pop', 'europop', 'hollywood', 'post-teen pop']"
"4,5,1",delta rae,if i loved you,bridge,4Nw48uG2LlY39v2NgCtEAZ,0.613,0.6759999999999999,7.0,-4.669,1.0,0.0306,0.205,0.0,0.165,0.17,88.066,216480.0,4.0,3,"['folk-pop', 'new americana']"
"4,5,1",the good and the damned,little electric,chorus,3Wtd4VNzm9jLXbF8ZDQ1tw,0.295,0.484,7.0,-9.042,1.0,0.0435,0.0192,0.318,0.10800000000000001,0.789,197.18900000000002,190750.0,4.0,3,[]
"4,5,1",vanessa hudgens,when there was me and you - high school musical,solo 1,1LxcCsgkHJTcUZ7AUorzd2,0.527,0.753,9.0,-5.4910000000000005,1.0,0.0383,0.0494,0.00108,0.0997,0.278,119.824,180440.0,4.0,3,"['dance pop', 'hollywood', 'post-teen pop']"
"4,5,1",sandra,everlasting love,chorus,7KOlSeFLSVI7jm6TOInfeA,0.629,0.861,10.0,-8.962,1.0,0.0366,0.0615,0.245,0.0679,0.444,119.986,221107.0,4.0,3,"['eurodance', 'europop', 'italian disco', 'new romantic', 'new wave pop']"
"4,5,1",mylene farmer,desenchantee,chorus,15XYdD283tK9iyJzL738bn,0.612,0.627,1.0,-11.722999999999999,1.0,0.0294,0.00176,0.0876,0.0851,0.39299999999999996,125.91799999999999,322760.0,4.0,3,"['chanson', 'french pop']"
"4,5,1",sarah mclachlan,adia,chorus,0rl84FuazRHYmK72krdmA1,0.526,0.37,3.0,-10.535,1.0,0.025,0.722,0.0,0.157,0.251,76.002,244667.0,4.0,3,"['canadian pop', 'ectofolk', 'folk', 'folk-pop', 'lilith', 'new wave pop', 'permanent wave', 'pop rock']"
"4,5,1",kanye west,bound 2,intro,3sNVsP50132BTNlImLx70i,0.359,0.662,1.0,-2.843,1.0,0.0466,0.134,0.0,0.0907,0.28800000000000003,152.096,229147.0,4.0,3,"['chicago rap', 'pop rap', 'rap']"
"4,5,1",billy joel,uptown girl,verse,5zA8vzDGqPl2AzZkEYQGKh,0.701,0.943,4.0,-2.986,1.0,0.0456,0.0747,0.0,0.601,0.7909999999999999,128.99200000000002,197707.0,4.0,3,"['album rock', 'folk rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']"
"4,5,1",dave matthews band,crash into me,chorus,1HL3yEnYq8LEyFQ3QegA5V,0.541,0.677,4.0,-10.764000000000001,1.0,0.0373,0.122,0.0191,0.0938,0.555,101.1,316467.0,4.0,3,"['jam band', 'neo mellow', 'pop rock']"
"4,5,1",they might be giants,experimental film,chorus,4Q9fKe4b63AzmCRf5YtZdc,0.581,0.6629999999999999,7.0,-5.127999999999999,1.0,0.0313,0.005679999999999999,0.0,0.0688,0.757,132.861,176880.0,4.0,3,"['alternative rock', 'comic', 'geek rock', 'permanent wave', 'pop rock', 'zolo']"
"4,5,1",the living tombstone,five nights at freddy's,chorus,5ZbwPEUqw1hK6rp0ppD8lR,0.491,0.7709999999999999,9.0,-5.037,1.0,0.040999999999999995,0.00149,0.000262,0.23199999999999998,0.242,103.005,165832.0,4.0,3,"['antiviral pop', 'otacore']"
"4,5,1",the good and the damned,little electric,chorus 2,3Wtd4VNzm9jLXbF8ZDQ1tw,0.295,0.484,7.0,-9.042,1.0,0.0435,0.0192,0.318,0.10800000000000001,0.789,197.18900000000002,190750.0,4.0,3,[]
"4,5,1",keith jarrett,country,intro,79QByJn6Hp4A677VMSJszm,0.518,0.315,3.0,-14.831,1.0,0.0302,0.7979999999999999,0.327,0.10099999999999999,0.479,143.64,300707.0,4.0,3,"['bebop', 'contemporary jazz', 'contemporary post-bop', 'cool jazz', 'jazz', 'jazz fusion', 'jazz piano', 'vocal jazz']"
"4,5,1",the white stripes,white moon,chorus,6Uq9SfSbNcm98vBKjRSoDP,0.373,0.259,4.0,-11.731,1.0,0.0867,0.8240000000000001,0.0342,0.113,0.166,181.313,241427.0,1.0,3,"['alternative rock', 'blues-rock', 'garage rock', 'indie rock', 'modern blues rock', 'modern rock', 'permanent wave', 'punk blues', 'rock']"
"4,5,1",colin buchanan,10 9 8 god is great,intro and verse,2yy9tjyb8mZfZsAIYQCIiZ,0.687,0.6729999999999999,7.0,-7.986000000000001,1.0,0.0525,0.11800000000000001,0.000799,0.433,0.8759999999999999,154.839,155933.0,4.0,3,"[""australian children's music""]"
"4,5,1",avicii,fade into darkness,chorus,5kwAIpUBwhmiBpsJlcMgO1,0.562,0.861,6.0,-4.043,1.0,0.0315,0.00875,1.28e-06,0.594,0.812,126.009,198133.0,4.0,3,"['big room', 'dance pop', 'edm', 'pop']"
"4,5,1",sloan,she says what she means,bridge,0sk1XKozzvSVQW7ZU6AAW1,0.395,0.912,9.0,-4.9830000000000005,1.0,0.0967,0.00279,2.11e-06,0.125,0.622,123.271,181880.0,4.0,3,"['canadian indie', 'canadian rock', 'deep new americana', 'gbvfi', 'halifax indie', 'jangle pop', 'power pop']"
"4,5,1",leonard cohen,master song,chorus,2SIQrjcn1WxMMBplyZRSd5,0.341,0.27699999999999997,0.0,-16.412,0.0,0.0405,0.8540000000000001,0.00413,0.11599999999999999,0.307,81.86,358320.0,3.0,3,"['canadian folk', 'folk', 'folk rock', 'folk-pop', 'melancholia', 'permanent wave', 'singer-songwriter', 'traditional folk']"
"4,5,1",karina,corazon mentiroso,chorus,12vjZJEWFst8vhW4k9saOv,0.733,0.604,1.0,-2.5,1.0,0.0325,0.435,0.0,0.0504,0.868,92.48299999999999,179213.0,4.0,3,"['argentine telepop', 'cumbia pop']"
"4,5,1",my bloody valentine,only shallow,intro,52UcjsM15hjCQAUbTW2hy1,0.138,0.691,0.0,-7.976,1.0,0.0443,0.000377,0.7859999999999999,0.0895,0.36,170.342,257520.0,4.0,3,"['alternative rock', 'art pop', 'art rock', 'dream pop', 'experimental rock', 'garage psych', 'indie pop', 'indie rock', 'lo-fi', 'modern rock', 'new wave', 'noise pop', 'noise rock', 'nu gaze', 'post-rock', 'shoegaze', 'slow core', 'uk post-punk']"
"4,5,1",mayday parade,terrible things,verse and pre-chorus,3ZjnFYlal0fXN6t61wdxhl,0.285,0.371,1.0,-6.832999999999999,1.0,0.0295,0.698,0.00392,0.10400000000000001,0.37200000000000005,154.989,238076.0,3.0,3,"['emo', 'neon pop punk', 'pop emo', 'pop punk', 'pop rock', 'screamo']"
"4,5,1",ed sheeran,thinking out loud,pre-chorus,34gCuhDGsG4bRPIf9bb02f,0.7809999999999999,0.445,2.0,-6.061,1.0,0.0295,0.474,0.0,0.184,0.591,78.998,281560.0,4.0,3,['pop']
"4,5,1",ed sheeran,thinking out loud,pre-chorus and chorus,34gCuhDGsG4bRPIf9bb02f,0.7809999999999999,0.445,2.0,-6.061,1.0,0.0295,0.474,0.0,0.184,0.591,78.998,281560.0,4.0,3,['pop']
"4,5,1",lit,my own worst enemy,chorus,33iv3wnGMrrDugd7GBso1z,0.494,0.946,4.0,-2.7569999999999997,1.0,0.0637,0.0012900000000000001,0.0,0.39799999999999996,0.741,103.40799999999999,169027.0,4.0,3,"['alternative rock', 'pop punk', 'pop rock', 'post-grunge']"
"4,5,1",scissor sisters,i can't decide,chorus,1zyGFId8xHOcRmCmehrwlc,0.6890000000000001,0.778,3.0,-4.936,1.0,0.0323,0.259,0.0,0.198,0.851,97.01100000000001,166573.0,4.0,3,"['dance pop', 'electropop', 'europop', 'pop rock']"
"4,5,1",sega,azure blue world,verse,2QxiBzCddv0hNXphxZAGeE,0.436,0.875,0.0,-5.494,1.0,0.0318,1.52e-06,0.209,0.069,0.654,142.101,185000.0,4.0,3,[]
"4,5,1",girl's day,let's go,verse,7BZ40P1RKAK0uQ0ckkJKaf,0.528,0.6970000000000001,1.0,-7.41,0.0,0.0326,0.0034100000000000003,7.73e-06,0.0826,0.27899999999999997,175.842,341773.0,4.0,3,"['australian pop', 'australian rock']"
"4,5,1",meghan trainor,dear future husband,chorus,3cU2wBxuV6nFiuf6PJZNlC,0.655,0.782,1.0,-4.789,1.0,0.185,0.375,0.0,0.317,0.8320000000000001,79.42699999999999,184227.0,4.0,3,"['dance pop', 'hip pop', 'pop', 'post-teen pop']"
"4,5,1",harvey danger,flagpole sitta,verse,7cz70nyRXlCJOE85whEkgU,0.35100000000000003,0.899,7.0,-4.119,1.0,0.0432,0.0018399999999999998,0.00011599999999999999,0.284,0.508,145.015,217267.0,4.0,3,"['alternative rock', 'pop rock']"
"4,5,1",mcfly,lonely,bridge,4DfN5rzrrWrLS4tDneIItq,0.616,0.5920000000000001,1.0,-5.847,1.0,0.0271,0.0616,0.0,0.136,0.7290000000000001,124.96799999999999,229800.0,4.0,3,"['boy band', 'europop', 'hollywood', 'pop punk', 'post-teen pop']"
"4,5,1",george frederic handel,arrival of the queen of sheba,intro,6G8d3yK7ENGC0OjS0FVl9D,0.5589999999999999,0.29100000000000004,10.0,-16.941,1.0,0.0392,0.9209999999999999,0.965,0.368,0.759,118.12200000000001,184000.0,4.0,3,"['baroque', 'classical', 'early music', 'english baroque', 'german baroque']"
"4,5,1",chvrches,dead air,pre-chorus and chorus,225bpg0taMSKykeXZ9imee,0.623,0.737,11.0,-5.1339999999999995,1.0,0.0676,0.0677,0.000925,0.0727,0.42200000000000004,94.946,194200.0,4.0,3,"['electropop', 'indie poptimism', 'indietronica', 'metropopolis', 'modern rock', 'neo-synthpop', 'shimmer pop']"
"4,5,1",dire straits,brothers in arms,verse,26tWBbtjvgi0tipRL2VQ2X,0.22,0.44,8.0,-9.456,0.0,0.0352,0.503,0.862,0.12,0.13,79.095,419400.0,4.0,3,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock']"
"4,5,1",camille,le festin,verse,02JIdsrod3BYucThfUFDUX,0.439,0.303,3.0,-10.839,1.0,0.0422,0.8390000000000001,0.0,0.071,0.268,139.475,170787.0,3.0,3,[]
"4,5,1",sia,fire meet gasoline,verse,2akkzRZ5HADuMZ03TlyxSR,0.418,0.764,5.0,-3.307,0.0,0.0559,0.00598,0.0,0.149,0.33,175.669,241493.0,3.0,3,"['australian dance', 'australian pop', 'dance pop', 'pop']"
"4,5,1",john mayer,st patrick's day,chorus lead-out,3W93koK957HaoaNHyA3dTm,0.597,0.439,9.0,-7.126,1.0,0.0258,0.0502,0.000129,0.19,0.127,127.89,321093.0,3.0,3,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']"
"4,5,1",macklemore and ryan lewis,downtown,chorus,5pfJsMwoRYKampPay8amX0,0.828,0.609,1.0,-4.402,1.0,0.0694,0.0916,1.21e-06,0.29100000000000004,0.7070000000000001,109.725,292593.0,4.0,3,"['dance pop', 'pop', 'pop rap']"
